         40509565 function calls (40497793 primitive calls) in 14.418 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      468    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       17    0.000    0.000    0.000    0.000 backend_qt5agg.py:217(<listcomp>)
        6    0.000    0.000    0.000    0.000 patches.py:1774(_pprint_table)
      229    0.000    0.000    0.000    0.000 {function NavigationToolbar2QT.sizeHint at 0x000002DD5EA182F0}
       23    0.000    0.000    0.000    0.000 transforms.py:2685(__init__)
      129    0.000    0.000    0.000    0.000 _methods.py:25(_amax)
        1    0.000    0.000    0.000    0.000 errors.py:9(<module>)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:18(<module>)
      676    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:142(__init__)
       37    0.000    0.000    0.000    0.000 transforms.py:282(__array__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:15(<module>)
     2180    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       19    0.000    0.000    0.000    0.000 nosetester.py:518(_numpy_tester)
       35    0.000    0.000    0.000    0.000 _base.py:3340(format_xdata)
       78    0.000    0.000    0.000    0.000 transforms.py:2460(get_matrix)
      185    0.000    0.000    0.000    0.000 sre_parse.py:342(_escape)
       85    0.000    0.000    0.000    0.000 pyparsing.py:2346(__init__)
       76    0.000    0.000    0.000    0.000 core.py:1363(make_mask_descr)
     1962    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
     3041    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      623    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       23    0.000    0.000    0.000    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
     2891    0.000    0.000    0.000    0.000 inspect.py:2484(default)
       86    0.000    0.000    0.000    0.000 docstring.py:44(__call__)
      324    0.000    0.000    0.000    0.000 __init__.py:422(<genexpr>)
       47    0.000    0.000    0.000    0.000 utils.py:74(__call__)
        1    0.000    0.000    0.000    0.000 widgets.py:10(<module>)
        1    0.000    0.000    0.000    0.000 matlib.py:1(<module>)
      200    0.000    0.000    0.000    0.000 pyparsing.py:1462(get)
       46    0.000    0.000    0.000    0.000 lines.py:1335(_get_rgba_face)
      144    0.000    0.000    0.000    0.000 lines.py:1458(set_dash_capstyle)
       38    0.000    0.000    0.000    0.000 core.py:3566(unshare_mask)
      279    0.000    0.000    0.000    0.000 core.py:3618(_get_data)
        4    0.000    0.000    0.000    0.000 axis.py:915(<listcomp>)
        2    0.000    0.000    0.000    0.000 _version.py:148(__gt__)
      101    0.000    0.000    0.000    0.000 font_manager.py:867(set_stretch)
        6    0.000    0.000    0.000    0.000 getlimits.py:65(__init__)
       17    0.000    0.000    0.000    0.000 pyparsing.py:1926(__or__)
       19    0.000    0.000    0.000    0.000 core.py:3640(get_fill_value)
        1    0.000    0.000    0.000    0.000 geo.py:1(<module>)
      400    0.000    0.000    0.000    0.000 pyparsing.py:2182(__hash__)
       27    0.000    0.000    0.000    0.000 core.py:940(__init__)
       38    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
      164    0.000    0.000    0.000    0.000 enum.py:20(_is_descriptor)
       76    0.000    0.000    0.000    0.000 fromnumeric.py:2275(amin)
      119    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
       56    0.000    0.000    0.000    0.000 sre_compile.py:378(<listcomp>)
      286    0.000    0.000    0.000    0.000 artist.py:201(convert_yunits)
      815    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
       23    0.000    0.000    0.000    0.000 markers.py:277(get_transform)
      177    0.000    0.000    0.000    0.000 text.py:1204(set_text)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:3(<module>)
       43    0.000    0.000    0.000    0.000 figure.py:1164(get_axes)
        2    0.000    0.000    0.000    0.000 rcsetup.py:86(<listcomp>)
      187    0.000    0.000    0.000    0.000 {built-in method devicePixelRatio}
       89    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:927(exec_module)
      290    0.000    0.000    0.000    0.000 rcsetup.py:122(validate_bool)
     2220    0.000    0.000    0.000    0.000 inspect.py:2785(parameters)
       39    0.000    0.000    0.000    0.000 patches.py:158(_process_radius)
       15    0.000    0.000    0.000    0.000 getlimits.py:376(__new__)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       27    0.000    0.000    0.000    0.000 pyparsing.py:4208(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2257(__init__)
        2    0.000    0.000    0.000    0.000 axis.py:1853(_update_offset_text_position)
      982    0.000    0.000    0.000    0.000 transforms.py:1853(get_matrix)
       69    0.000    0.000    0.000    0.000 text.py:887(get_unitless_position)
        2    0.000    0.000    0.000    0.000 _multivariate.py:1526(__init__)
       31    0.000    0.000    0.000    0.000 ticker.py:546(__call__)
       35    0.000    0.000    0.000    0.000 backend_bases.py:2857(<listcomp>)
       46    0.000    0.000    0.000    0.000 figure.py:406(_get_axes)
      195    0.000    0.000    0.000    0.000 lines.py:1233(set_xdata)
        1    0.000    0.000    0.000    0.000 {built-in method addWidget}
        1    0.000    0.000    0.000    0.000 backend_bases.py:1835(close_event)
       17    0.000    0.000    0.000    0.000 pyparsing.py:3518(__init__)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        4    0.000    0.000    0.000    0.000 ticker.py:716(_set_format)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
     1892    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      576    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:293(__init__)
       76    0.000    0.000    0.000    0.000 fromnumeric.py:2174(amax)
      430    0.000    0.000    0.000    0.000 copyreg.py:87(__newobj__)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
       36    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        2    0.000    0.000    0.000    0.000 transforms.py:988(_set_intervalx)
        1    0.000    0.000    0.000    0.000 fitpack2.py:7(<module>)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:419(spec_from_loader)
        1    0.000    0.000    0.000    0.000 subprocess.py:42(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:1028(system)
        8    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
       14    0.000    0.000    0.000    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 platform.py:890(uname)
      144    0.000    0.000    0.000    0.000 lines.py:1419(set_dash_joinstyle)
       76    0.000    0.000    0.000    0.000 core.py:1349(_replace_dtype_fields)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1855(__mul__)
        1    0.000    0.000    0.000    0.000 _base.py:630(set_figure)
       18    0.000    0.000    0.000    0.000 core.py:1021(__init__)
       70    0.000    0.000    0.000    0.000 artist.py:1044(<genexpr>)
       82    0.000    0.000    0.000    0.000 transforms.py:388(_get_height)
       73    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
        2    0.000    0.000    0.000    0.000 decorator.py:239(decorator)
      144    0.000    0.000    0.000    0.000 lines.py:1222(set_markersize)
      425    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 cbook.py:1006(mkdirs)
      128    0.000    0.000    0.000    0.000 colors.py:591(__init__)
        1    0.000    0.000    0.000    0.000 polar.py:1(<module>)
       23    0.000    0.000    0.000    0.000 ntpath.py:233(basename)
       21    0.000    0.000    0.000    0.000 warnings.py:143(simplefilter)
      144    0.000    0.000    0.000    0.000 lines.py:1186(set_markeredgewidth)
       46    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 os.py:195(makedirs)
      144    0.000    0.000    0.000    0.000 lines.py:1472(set_solid_capstyle)
       15    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
       51    0.000    0.000    0.000    0.000 _internal.py:703(_ufunc_doc_signature_formatter)
      196    0.000    0.000    0.000    0.000 lines.py:1243(set_ydata)
        6    0.000    0.000    0.000    0.000 pyparsing.py:1181(setResultsName)
        1    0.000    0.000    0.000    0.000 numerictypes.py:301(_add_aliases)
      135    0.000    0.000    0.000    0.000 backend_bases.py:1012(set_foreground)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
       62    0.000    0.000    0.000    0.000 rcsetup.py:80(<listcomp>)
      116    0.000    0.000    0.000    0.000 pyplot.py:565(_auto_draw_if_interactive)
        2    0.000    0.000    0.000    0.000 {built-in method sys.getwindowsversion}
        1    0.000    0.000    0.000    0.000 path.py:1032(_define_deprecated_functions)
        1    0.000    0.000    0.000    0.000 dates.py:437(DateFormatter)
       28    0.000    0.000    0.000    0.000 rcsetup.py:802(<genexpr>)
       37    0.000    0.000    0.000    0.000 pyparsing.py:2390(__init__)
      103    0.000    0.000    0.000    0.000 text.py:1254(set_usetex)
      405    0.000    0.000    0.000    0.000 artist.py:1193(aliased_name)
      144    0.000    0.000    0.000    0.000 lines.py:1432(set_solid_joinstyle)
        1    0.000    0.000    0.000    0.000 animation.py:1473(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:776(Bbox)
    34/26    0.000    0.000    0.000    0.000 pyparsing.py:3412(__str__)
        1    0.000    0.000    0.000    0.000 animation.py:1305(_stop)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:6(<module>)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1904(makeOptionalList)
      673    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(cb)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
      150    0.000    0.000    0.000    0.000 inspect.py:711(getmodule)
       11    0.000    0.000    0.000    0.000 patches.py:327(set_facecolor)
      144    0.000    0.000    0.000    0.000 lines.py:1019(set_drawstyle)
        3    0.000    0.000    0.000    0.000 figure.py:686(set_size_inches)
       47    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
        1    0.000    0.000    0.000    0.000 animation.py:1265(__init__)
       54    0.000    0.000    0.000    0.000 transforms.py:2626(get_matrix)
       24    0.000    0.000    0.000    0.000 axis.py:367(apply_tickdir)
       44    0.000    0.000    0.000    0.000 text.py:1215(is_math_text)
      472    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        1    0.000    0.000    0.000    0.000 animation.py:888(_stop)
       47    0.000    0.000    0.000    0.000 figure.py:78(as_list)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
       93    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      107    0.000    0.000    0.000    0.000 sre_parse.py:294(_class_escape)
       15    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
       15    0.000    0.000    0.000    0.000 enum.py:114(__prepare__)
        8    0.000    0.000    0.000    0.000 hashlib.py:73(__get_builtin_constructor)
      130    0.000    0.000    0.000    0.000 artist.py:45(before)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1099(_ip_int_from_string)
       19    0.000    0.000    0.000    0.000 core.py:470(_check_fill_value)
      276    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.add_docstring}
        1    0.000    0.000    0.000    0.000 legend_handler.py:26(<module>)
   136/98    0.000    0.000    0.000    0.000 sre_compile.py:414(_get_literal_prefix)
      181    0.000    0.000    0.000    0.000 artist.py:353(get_transform)
       24    0.000    0.000    0.000    0.000 axis.py:501(apply_tickdir)
     1003    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       44    0.000    0.000    0.000    0.000 text.py:294(get_rotation)
       23    0.000    0.000    0.000    0.000 abc.py:135(<setcomp>)
       24    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_family)
      225    0.000    0.000    0.000    0.000 _distn_infrastructure.py:714(<genexpr>)
      130    0.000    0.000    0.000    0.000 artist.py:52(after)
       13    0.000    0.000    0.000    0.000 transforms.py:278(frozen)
       57    0.000    0.000    0.000    0.000 numerictypes.py:728(issubdtype)
        2    0.000    0.000    0.000    0.000 {built-in method eraseRect}
       78    0.000    0.000    0.000    0.000 transforms.py:349(_get_ymax)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1631(_ip_int_from_string)
       23    0.000    0.000    0.000    0.000 axis.py:282(set_label2)
        1    0.000    0.000    0.000    0.000 _color_data.py:995(<dictcomp>)
        3    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        1    0.000    0.000    0.000    0.000 lines.py:236(Line2D)
      252    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       76    0.000    0.000    0.000    0.000 transforms.py:339(_get_ymin)
        8    0.000    0.000    0.000    0.000 transforms.py:2266(blended_transform_factory)
       54    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.generic' objects}
      164    0.000    0.000    0.000    0.000 __init__.py:313(report)
       25    0.000    0.000    0.000    0.000 pyparsing.py:3975(__init__)
      660    0.000    0.000    0.000    0.000 weakref.py:125(_commit_removals)
      168    0.000    0.000    0.000    0.000 colors.py:414(__init__)
       25    0.000    0.000    0.000    0.000 warnings.py:159(_add_filter)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2992(push_current)
        6    0.000    0.000    0.000    0.000 patches.py:436(set_fill)
